company,date_posted,title,site,location,is_remote,termino_de_busqueda,description,job_url,company_industry
Abbott,2026-07-13,OPERARIO DE FABRICACION I,indeed,"Lima, LIM, PE",False,Relaciones Internacionales,"**Acerca de Abbott**


Abbott es líder mundial en cuidado de la salud, que crea ciencia innovadora para mejorar la salud de las personas. Siempre estamos mirando hacia el futuro, anticipando cambios en la ciencia y la tecnología médica.

**Trabajando en Abbott**


En Abbott, puedes hacer un trabajo que importa, crecer y aprender, cuidar de sí mismo y de tu familia, ser verdaderamente quien es y vivir una vida plena. Tendrás acceso a:

* Desarrollo profesional con una empresa internacional donde podrás hacer crecer la carrera que sueñas.
* Una compañía reconocida como mejor lugar para trabajar en docenas de países alrededor del mundo y nombrada una de las empresas más admiradas del mundo por Fortune.
* Una compañía que es reconocida como una de las mejores compañías grandes para trabajar, así como un mejor lugar para trabajar para la diversidad, las madres trabajadoras, mujeres ejecutivas y científicas.

**La Oportunidad**


Esta posición está ubicada en la sede de Lince en la división de EPD (productos farmacéuticos establecidos). Nuestro amplio portafolio de medicamentos genéricos de marca diferenciada y de alta calidad abarca múltiples áreas terapéuticas, incluidas la gastroenterología, la salud de la mujer, los cardiometabólicos, el manejo del dolor / sistema nervioso central y las vías respiratorias.


Como **OPERARIO DE FABRICACION** serás responsable por las labores operativas encaminadas a la fabricación de formas farmacéuticas sólidas, líquidas y/o semisólidas, cumpliendo las Buenas Prácticas de Manufactura y la normativa de Salud y Seguridad en el Trabajo, vigentes, durante todas las etapas del proceso productivo.


RELACIONES ORGANIZATIVAS


REPORTA A:Supervisor Manufactura.


COORDINA CON: Operarios de Fabricación, Auxiliar de procesos, Auxiliar de Producción, Auxiliar Documentario.

**Qué harás?**

* Iniciar el proceso de fabricación, desarrollando el método apropiado indicado en el MAF HALB.
* Realizar las siguientes operaciones unitarias: tamizado, mezclado, granulado, secado, lubricación.
* Recepcionar y verificar que los insumos atendidos por almacén sean los correctos.
* Realizar el reporte inmediato de actos y condiciones inseguras, así como de los incidentes y accidentes ocurridos en el área.
* Realizar el despeje de línea e inicio de producción al iniciar sus procesos.
* Verificar la calibración de los instrumentos y equipos utilizados en el proceso productivo.
* Limpiar y desinfectar el área de trabajo, los equipos, instrumentos, recipientes, utilizados al finalizar cada etapa del proceso.
* Informar al Auxiliar de Procesos o al Supervisor de Acondicionado, cualquier ocurrencia o desvío en los procesos y/o máquinas.
* Realizar el control y registro de micro paradas y mermas durante el proceso.
* Realizar la lubricación de las máquinas según programación.
* Asistir puntualmente y participar de las actividades/capacitaciones a las que se les convoque.
* Calcular los rendimientos obtenidos en cada etapa de la fabricación, verificando que estén dentro de lo esperado.

**Cualificación requerida**

* Formación Académica: De preferencia formación técnica en farmacia u otra carrera técnica a fin.
* Experiencia mínima de un año en procesos de fabricación de formas farmacéuticas sólida, líquidos y semisólidos dentro de la industria farmacéutica.
* Disponibilidad para laborar en Lince de Lunes a viernes de 7:00 am a 4:25 pm

**Abbott es un empleador con igualdad de oportunidades y lleva a cabo su reclutamiento, selección y contratación basándose únicamente en las calificaciones relacionadas con el trabajo, sin distinción de raza, color, religión, credo, edad, sexo, nacionalidad, identidad o expresión de género, orientación sexual, discapacidad, estado civil, condición de veterano o militar, genética.**",https://pe.indeed.com/viewjob?jk=ca53e5cd33082120,
SIMED PERU,2026-07-13,Asistente de Compras,indeed,"Magdalena del Mar, LIM, PE",False,Relaciones Internacionales,"En **SIMED PERÚ**, contamos con una sólida trayectoria en el sector salud y una presencia activa en Perú y Ecuador. Nos especializamos en brindar tecnologías médicas de vanguardia que contribuyen al fortalecimiento del diagnóstico clínico y la atención sanitaria en la región.

Actualmente, nos encontramos en la búsqueda del mejor talento para incorporarse a nuestro equipo como: **Asistente de Compras Locales.**

Funciones:

* Realizar de manera diaria el seguimiento y envío de las facturas de compras locales hacia el área contable, a través de la Plataforma de Compras, validando que la documentación y sustentos se encuentren completos.
* Seguimiento al estado de atención de las órdenes de compra de bienes y servicios.
* Coordinar con los proveedores las fechas de entrega de los bienes y servicios, así como la recepción en el almacén.
* Mantener actualizados los registros asociados a las compras locales.
* Ejecutar la evaluación y selección de proveedores, de acuerdo con la política establecida y con el Sistema de Gestión ISO 9001 e ISO 37001\.
* Solicitar cotizaciones y negociar compras spot y locales, elaborando cuadros comparativos y presentando recomendaciones a su línea de supervisión para su aprobación.
* Administrar y mantener actualizada la Plataforma de Compras, garantizando la limpieza constante de requerimientos e información, evitando confusión y falta de trazabilidad.
* Mantenimiento de los reportes de indicadores de gestión (KPI) en Power BI.
* Cumplir con las políticas, procedimientos y lineamientos establecidos en los Sistemas de Gestión implementados por la organización, alineados a las normas ISO 9001, ISO 45001, ISO 37001 e ISO 14001 de SIMED Perú.

**Requisitos:**

* Bachiller o titulado en Ingeniería Industrial, Administración de Emprsas, Negocios Internacionales o carreras afines.
* Experiencia mínima de 2 años en posiciones de Compras, Abastecimiento o Logística, gestionando de manera autónoma el ciclo completo del proceso de compras.
* Persona dinámica para trabajar en equipo, presión, fluidez de comunicación, responsabilidad, iniciativa y compromiso.
* Disponibilidad para laborar en el distrito de Magdalena del Mar presencialmente.
* Excel avanzado, Power BI y otras herramientas de análisis de datos.

**Se ofrece:**

* Ingreso en planilla con todos los beneficios de ley.
* Seguro EPS cubierto al 100% del Plan Adicional desde el inicio de la relación laboral.
* Utilidades de ley.

***Nuestra empresa promueve la inclusión sociolaboral de las personas con discapacidad. Nuestras oportunidades laborales están abiertas a todas las personas, independientemente de su identidad de género, orientación sexual, origen étnico, religión, edad, discapacidad y/o otras características individuales.***

Sueldo: S/.2,000\.00 \- S/.2,500\.00 al mes

Pregunta(s) de postulación:

* ¿Cuántos años de experiencia tienes en procesos de compras locales?
* ¿Cuál es tu nivel de dominio de Excel y Power BI?
* ¿Cuáles son tus pretensiones salariales?

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=73564dd39bea59e1,
INFOPARTNERS S.A.C.,2026-07-13,ASIST. COMERCIAL,indeed,"Surquillo, LIM, PE",False,Relaciones Internacionales,"¿Eres una persona proactiva, organizada y con pasión por las relaciones comerciales? ¡Esta es tu oportunidad!  
Estamos en la búsqueda de un **Asistente Comercial** clave para unirse a nuestro equipo.

Principales Funciones

* **Gestión de Propuestas:** Elaborar y enviar cotizaciones y propuestas comerciales de manera oportuna y personalizada.
* **Soporte al Proceso de Ventas:** Realizar el seguimiento activo a las oportunidades comerciales y brindar soporte al equipo para el cierre de negocios.
* **Fidelización y Atención al Cliente:** Brindar una atención de primer nivel a nuestra cartera, resolviendo consultas y asegurando su satisfacción.
* **Enlace Intercultural (Logística y Almacén):** Coordinar de manera directa con las áreas de logística y almacén para asegurar los tiempos de entrega pactados.
* **Control Administrativo:** Realizar el seguimiento riguroso de órdenes de compra, coordinar la facturación y asegurar el cumplimiento de los procesos de pago.
* **Administración del CRM:** Registrar de forma precisa la información comercial en nuestro sistema/CRM y elaborar reportes de gestión para la toma de decisiones.

Requisitos

* **Formación:** Técnico concluido o Bachiller en Administración, Marketing, Negocios Internacionales, Ingeniería Industrial o carreras afines.
* **Experiencia:** De 1 a 2 años desempeñando funciones similares en áreas comerciales, soporte de ventas o atención al cliente corporativo.
* **Herramientas Digitales:** Manejo de **Excel a nivel Intermedio \- Avanzado** (indispensable para la elaboración de reportes y plantillas).
* **Conocimientos Clave:** Experiencia previa utilizando sistemas CRM, procesos de ventas y flujos de facturación.
* **Habilidades Blandas:** Orientación a resultados, alta capacidad de organización, excelente comunicación y trabajo en equipo bajo presión.

Beneficios

* **Sueldo:** S/. 1,500\.00 a S/. 2,000\.00 mensuales (acorde a evaluación de perfil y experiencia).
* **Régimen MYPE**
* **Horario de Oficina:** Lunes a viernes de 8:30 a.m. a 6:30 p.m.
* **Desarrollo Profesional:** Capacitaciones constantes y una línea de carrera real en una empresa en constante crecimiento.

Si cumples con los requisitos y deseas asumir este reto, postula adjuntando tu **CV actualizado**. ¡Queremos conocer tu talento!

Sueldo: S/.1,800\.00 \- S/.2,000\.00 al mes

Pregunta(s) de postulación:

* ¿Qué edad tienes?
* ¿En dónde vives?
* ¿Qué grado de instrucción tienes? ¿en qué carrera?
* ¿Cuántos años de experiencia?

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=64f3a6ed5b58a0f2,
,2026-07-13,Ejecutiva Comercial,indeed,"Surquillo, LIM, PE",False,Relaciones Internacionales,"¡Únete al equipo de PUBLIMATCH!

En **PUBLIMATCH** contamos con más de **18 años de experiencia** en el diseño, fabricación e implementación de stands para ferias y eventos, tanto a nivel nacional como internacional. Asimismo, desarrollamos eventos corporativos, activaciones de marca, campañas BTL y proyectos especiales para empresas de diversos sectores.

Actualmente, nos encontramos en la búsqueda de una **Ejecutiva Comercial B2B** con iniciativa, habilidades de negociación y orientación a resultados. Si te apasiona generar nuevas oportunidades de negocio, construir relaciones comerciales sólidas y desarrollarte en una empresa en constante crecimiento, ¡queremos conocerte!

Perfil

* Egresada técnico o universitario de Arquitectura, Diseño de Interiores, Marketing, Administración, Negocios o carreras afines.
* Experiencia mínima de 1 **años** en ventas, desarrollo comercial o call center de ventas.
* Excelente comunicación verbal y escrita.
* Habilidades comerciales, de negociación y cierre de ventas.
* Persona proactiva, organizada y orientada al cumplimiento de objetivos.
* Capacidad para realizar seguimiento comercial y gestionar relaciones con clientes.

Funciones

* Atender y realizar seguimiento a clientes a través de llamadas, correo electrónico, WhatsApp y LinkedIn.
* Identificar empresas participantes en ferias y eventos para generar nuevas oportunidades comerciales.
* Prospectar clientes potenciales y desarrollar nuevos negocios.
* Coordinar y realizar visitas técnicas cuando el proyecto lo requiera.
* Elaborar propuestas comerciales y cotizaciones.
* Brindar asesoría comercial y fidelizar la cartera de clientes.
* Mantener actualizada la base de datos de clientes y el CRM comercial.
* Dar seguimiento a las oportunidades de negocio hasta el cierre de la venta.

Modalidad de trabajo

* Trabajo presencial.
* Horario: lunes a viernes de **9:00 a. m. a 6:00 p. m.**
* Contratación sujeta a período de evaluación.

Ofrecemos

* Sueldo acorde con la experiencia y el perfil del candidato.
* Atractivas comisiones según desempeño.
* Capacitación y acompañamiento comercial permanente.
* Oportunidad de crecimiento y desarrollo profesional.
* Excelente ambiente laboral.

**Si buscas asumir nuevos retos y formar parte de una empresa con amplia trayectoria en el sector de eventos y stands, envíanos tu CV a al correo: jefedeproyectos@publimatch.com , con el asunto: EJECUTIVA COMERCIAL POSTULACION o via whatsapp al 913609268**

**¡Te esperamos en PUBLIMATCH!**

Sueldo: S/.1\.00 \- S/.2\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=19880025b6c17e7f,
,2026-07-13,Ejecutiva Comercial,indeed,"Surquillo, LIM, PE",False,Relaciones Internacionales,"¡Únete al equipo de PUBLIMATCH!

En **PUBLIMATCH** contamos con más de **18 años de experiencia** en el diseño, fabricación e implementación de stands para ferias y eventos, tanto a nivel nacional como internacional. Asimismo, desarrollamos eventos corporativos, activaciones de marca, campañas BTL y proyectos especiales para empresas de diversos sectores.

Actualmente, nos encontramos en la búsqueda de una **Ejecutiva Comercial B2B** con iniciativa, habilidades de negociación y orientación a resultados. Si te apasiona generar nuevas oportunidades de negocio, construir relaciones comerciales sólidas y desarrollarte en una empresa en constante crecimiento, ¡queremos conocerte!

Perfil

* Egresada técnico o universitario de Arquitectura, Diseño de Interiores, Marketing, Administración, Negocios o carreras afines.
* Experiencia mínima de 1 **año** en ventas, desarrollo comercial o call center de ventas.
* Excelente comunicación verbal y escrita.
* Habilidades comerciales, de negociación y cierre de ventas.
* Persona proactiva, organizada y orientada al cumplimiento de objetivos.
* Capacidad para realizar seguimiento comercial y gestionar relaciones con clientes.

Funciones

* Atender y realizar seguimiento a clientes a través de llamadas, correo electrónico, WhatsApp y LinkedIn.
* Identificar empresas participantes en ferias y eventos para generar nuevas oportunidades comerciales.
* Prospectar clientes potenciales y desarrollar nuevos negocios.
* Coordinar y realizar visitas técnicas cuando el proyecto lo requiera.
* Elaborar propuestas comerciales y cotizaciones.
* Brindar asesoría comercial y fidelizar la cartera de clientes.
* Mantener actualizada la base de datos de clientes y el CRM comercial.
* Dar seguimiento a las oportunidades de negocio hasta el cierre de la venta.

Modalidad de trabajo

* Trabajo presencial.
* Horario: lunes a viernes de **9:00 a. m. a 6:00 p. m.**
* Contratación sujeta a período de evaluación.

Ofrecemos

* Sueldo acorde con la experiencia y el perfil del candidato.
* Atractivas comisiones según desempeño.
* Capacitación y acompañamiento comercial permanente.
* Oportunidad de crecimiento y desarrollo profesional.
* Excelente ambiente laboral.

**Si buscas asumir nuevos retos y formar parte de una empresa con amplia trayectoria en el sector de eventos y stands, envíanos tu CV a al correo: jefedeproyectos@publimatch.com , con el asunto: EJECUTIVA COMERCIAL POSTULACION o via whatsapp al 913609268**

**¡Te esperamos en PUBLIMATCH!**

Sueldo: S/.1\.00 \- S/.2\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=9930fb1f85fd8ce7,
TCARGO XPRESS,2026-07-13,Supervisor de Operaciones - Transporte de Carga,indeed,"San Martín de Porres, LIM, PE",False,Relaciones Internacionales,"**¡ÚNETE A TCARGO XPRESS!**

**Supervisor(a) de Logística – San Martín de Porres**

Somos una empresa **líder en el rubro de transporte de carga a nivel nacional**, especialistas en el transporte de **bienes fiscalizados y materiales peligrosos (MATPEL)**, comprometidos con la seguridad, eficiencia y excelencia operativa.

**¿A quién buscamos?**

Buscamos un **profesional universitario de Ingeniería Industrial, Negocios Internacionales o carreras afines entre 30 a 45 años**, con sólida experiencia en el sector transporte, capacidad de liderazgo y enfoque en resultados.

* Experiencia mínima de 2 a 3 años en logística, operaciones o transporte.
* Experiencia en empresas de transporte (deseable carga pesada, fiscalizados o MATPEL).
* Licencia de conducir A\-I (deseable).

**Competencias requeridas:**

* Liderazgo y capacidad para dirigir equipos de trabajo.
* Excelente comunicación verbal y escrita.
* Habilidades para realizar exposiciones y presentaciones ejecutivas.
* Capacidad de análisis y gestión de indicadores KPI.
* Orientación a resultados y al cliente.
* Resolución de problemas y toma de decisiones.
* Organización, planificación y seguimiento.
* Dominio de Microsoft Excel, PowerPoint y herramientas de gestión logística.
* Capacidad para trabajar bajo presión y gestionar múltiples operaciones simultáneamente.

**Funciones principales**

* Planificar y supervisar operaciones logísticas a nivel nacional.
* Coordinar recursos, unidades y personal operativo.
* Supervisar rutas, entregas y cumplimiento de servicios.
* Gestionar incidencias operativas y asegurar continuidad del servicio.
* Elaborar y presentar **reportes e indicadores KPI**.
* Realizar **presentaciones de resultados operativos, incidencias y KPI** a clientes y gerencia.
* Liderar al equipo operativo y asegurar el cumplimiento de objetivos.
* **Participar en reuniones con clientes para la revisión de resultados, atención de observaciones y fortalecimiento de la relación comercial.**

**Ofrecemos**

* Ingreso a planilla desde el primer día con beneficios de ley.
* Remuneración acorde al mercado.
* Pagos puntuales.
* Capacitaciones constantes.
* Línea de carrera y crecimiento profesional.

**Horario**

* Lunes a viernes: 07:30 a.m. – 06:00 p.m.
* Sábados: 08:00 a.m. – 01:00 p.m.

**Lugar de trabajo**

San Martín de Porres – Lima

**¿Cómo postular?**

Envía tu CV a:  
ecaldas@tcx.com.pe  
srebaza@tcx.com.pe

**¡Postula y forma parte de una empresa líder en transporte MATPEL a nivel!**

Lugar de trabajo: Empleo presencial

Sueldo: S/.1,800\.00 \- S/.2,000\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=1bebfb27dd7b5703,
KSR Global,2026-07-10,Specialist Market Access,indeed,"San Isidro, LIM, PE",False,Relaciones Internacionales,"DESCRIPCIóN


Importante empresa del **sector farmacéutico**, especializada en soluciones de Nutrición Clínica y Anestesia, busca incorporar a su equipo un(a) **Specialist Market Access** para diseñar e implementar estrategias de acceso y reembolso del portafolio, desarrollando propuestas de valor clínico\-económicas basadas en evidencia y articulando con los principales actores del sistema de salud, con el objetivo de ampliar el acceso oportuno de los pacientes a terapias innovadoras.

 **Funciones:**

* Identificar brechas de financiamiento del portafolio de Nutrición Clínica (enteral, parenteral y ceto\-análogos) y Anestesia, mediante el análisis del sistema de salud, fuentes de pago y mecanismos de cobertura vigentes, para detectar oportunidades de acceso y priorizar acciones estratégicas.

  

Dimensionar el potencial del mercado público y privado, utilizando análisis de demanda, epidemiología, presupuestos institucionales y segmentación de clientes, para orientar la planificación estratégica y la asignación eficiente de recursos.  

* 

  

Desarrollar propuestas de valor clínico y económico diferenciadas, sustentadas en evidencia científica, resultados en salud y análisis de costo\-efectividad, para demostrar el impacto de las terapias y facilitar su adopción en el sistema de salud.  

* 

  

Construir y adaptar modelos farmacoeconómicos, en alineación con estándares locales e internacionales, para evidenciar el valor económico de las innovaciones y respaldar decisiones de financiamiento y reembolso.  

* 

  

* Diseñar e implementar estrategias de acceso y reembolso, considerando el marco regulatorio, las dinámicas de cada pagador y las necesidades del sistema, para asegurar la inclusión y sostenibilidad del portafolio en los diferentes esquemas de cobertura.

  

Gestionar la relación con stakeholders clave del sistema de salud (decisores, pagadores, KOLs, autoridades sanitarias), mediante estrategias de engagement estructuradas, para facilitar el acceso, la adopción y el posicionamiento del portafolio.  

* 

  

Colaborar con las áreas internas (Comercial, Médico, Regulatorio, Supply Chain), alineando objetivos, mensajes y planes de acción, para asegurar la ejecución coherente de la estrategia de acceso al mercado.  

* 

  

* Monitorear el entorno regulatorio, político y de mercado, identificando cambios y tendencias relevantes, para anticipar riesgos y proponer acciones adaptativas que protejan y potencien el acceso.

﻿

* Desarrollar, gestionar y utilizar evidencia local, incluyendo estudios clínicos, económicos y de utilización de recursos, para fortalecer las propuestas de valor y sustentar decisiones ante stakeholders.

 **Beneficios:**

  

* Contrato a plazo indeterminado
* Comisiones
* Seguro médico privado
* Seguro oncológico
* Cobertura de combustible
* Seguro vehicular
* Oportunidad de crecimiento profesional

  

REQUISITOS

* Profesional titulado(a) en Medicina.
* Deseable especialización o maestría (culminada o en curso) en Economía de la Salud, Farmacoeconomía o áreas afines.
* Experiencia en Market Access, Economía de la Salud, Evaluación de Tecnologías Sanitarias (HTA/ETS) o acceso al mercado.
* Deseable experiencia en entidades del sector público de salud, como MINSA, IETSI, INS o DIGEMID.
* Experiencia elaborando o participando en análisis de impacto presupuestal, propuestas de valor, estudios de costo\-efectividad o ahorro para el sistema de salud.
* Conocimientos en Health Technology Assessment (HTA), farmacoeconomía y mecanismos de cobertura y reembolso del sistema de salud peruano.
* Deseable manejo de inglés a nivel intermedio o avanzado.
* Disponibilidad para trabajar bajo modalidad híbrida en Lima.",https://pe.indeed.com/viewjob?jk=faac9ed43d1bdb03,
HD HEAD HUNTERS,2026-07-10,Key Account Manager (KAM) - Equipamiento médico,indeed,"Santiago de Surco, LIM, PE",False,Relaciones Internacionales,"Puesto: **KEY ACCOUNT MANAGER (KAM) – EQUIPAMIENTO MÉDICO Y ROBÓTICA**

**Sobre la posición**

En **HD Headhunters**, nos encontramos en la búsqueda de un(a) **Key Account Manager (KAM)** para uno de nuestros clientes, una empresa líder en soluciones tecnológicas para el sector salud.

Buscamos un profesional con sólida experiencia en ventas consultivas y desarrollo de cuentas estratégicas, responsable de impulsar la comercialización de soluciones de robótica para rehabilitación, gestionando relaciones de largo plazo con hospitales, clínicas, centros de rehabilitación y entidades públicas y privadas.

La posición tendrá un rol clave en la generación de nuevos negocios, negociación de proyectos de alto valor y consolidación de la marca como referente en innovación para el sector salud.

**Funciones principales**

* Identificar, prospectar y desarrollar cuentas estratégicas dentro del sector salud.
* Gestionar relaciones comerciales con hospitales, clínicas, centros de rehabilitación e instituciones públicas y privadas.
* Diseñar e implementar planes comerciales para el desarrollo de cuentas clave.
* Elaborar propuestas técnico\-comerciales y realizar seguimiento hasta el cierre de la venta.
* Coordinar demostraciones de equipos junto con el equipo de especialistas clínicos.
* Gestionar negociaciones comerciales, contratos y procesos de compra.
* Realizar seguimiento al proceso de venta, instalación y postventa para garantizar la satisfacción del cliente.
* Identificar oportunidades de crecimiento mediante estrategias de up\-selling y cross\-selling.
* Mantener actualizado el CRM y elaborar reportes comerciales e indicadores de gestión.
* Representar a la empresa en congresos, eventos y actividades del sector salud.

**RequisitosFormación académica**

* Bachiller o Titulado en Ingeniería Biomédica, Terapia Física y Rehabilitación, Administración, Marketing, Negocios Internacionales o carreras afines.

**Experiencia requerida**

* Mínimo **2 a 3 años de experiencia** como Key Account Manager, Ejecutivo Comercial Senior o posiciones similares.
* Experiencia en venta de equipamiento médico, dispositivos médicos, tecnología para la salud o soluciones de alta complejidad.
* Experiencia gestionando cuentas estratégicas en hospitales, clínicas o instituciones del sector salud.
* Deseable experiencia en procesos de licitación con entidades públicas y privadas.

**Conocimientos**

* Venta consultiva B2B.
* Gestión de cuentas clave (Key Accounts).
* Manejo de CRM.
* Elaboración de propuestas comerciales y cotizaciones.
* Conocimiento de procesos de compra pública y privada.
* Microsoft Office a nivel intermedio.
* Deseable inglés técnico.

**Competencias**

* Orientación a resultados.
* Negociación de alto nivel.
* Comunicación efectiva.
* Capacidad de análisis.
* Organización y planificación.
* Desarrollo de relaciones comerciales.
* Proactividad.
* Trabajo en equipo.
* Autonomía.
* Orientación al cliente.

**Se ofrece**

* Ingreso a **Planilla General** con todos los beneficios de ley.
* Remuneración entre **S/ 4,000 y S/ 5,500**, de acuerdo con la experiencia y trayectoria profesional.
* Oportunidad de representar tecnologías innovadoras para el sector salud.
* Capacitación constante en productos de alta especialización.
* Excelente ambiente laboral.
* Desarrollo profesional dentro de una empresa líder en soluciones médicas.
* Participación en proyectos de alto impacto para instituciones de salud a nivel nacional.

**Lugar de trabajo:** Lima, con disponibilidad para realizar viajes a nivel nacional.

Sueldo: S/.4,000\.00 \- S/.5,500\.00 al mes

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=415ea213ca4bf195,
ROLOPOM PERU,2026-07-10,Comprador Sector Salud,indeed,"San Isidro, LIM, PE",False,Relaciones Internacionales,"Rolopom y Human Corporis tienen como propósito acercar la tecnología e infraestructura en servicios de salud a las personas, para brindar una atención de calidad. Actualmente cuenta con operaciones en México, Perú y Colombia y su visión es transcender en la sociedad otorgando servicios de salud a nivel mundial.

Queremos sumar a nuestro equipo personas que viva nuestros valores: Honestidad, trabajo en equipo, comunicación asertiva, respeto, excelencia, humildad, proactividad.

Descripción del puesto

* **Formación Académica:** Licenciatura concluida en **Ingeniería Biomédica, Ingeniería Electrónica o carreras afines**.
* **Experiencia:** Mínima de **8 a 10 años** como Comprador Senior, en áreas de Procura o Abastecimiento, **exclusivamente en el sector salud**.
* **Negociación:** Experiencia comprobada en **negociaciones con proveedores nacionales e internacionales**.
* **Licitaciones:** Conocimiento sólido en **Licitaciones Públicas**.
* **Gestión de Proveedores:** Capacidad para gestionar y desarrollar relaciones estratégicas con proveedores.
* **Optimización:** Experiencia en **optimización de costos y estrategias de abastecimiento**.
* **Gestión de Contratos:** Manejo de contratos con proveedores.

**Requisitos Deseables**

* Conocimiento en procesos de **Importaciones**.
* Diplomado en Logística o Cadena de Abastecimientos.
* Curso en Contrataciones con el Estado.
* Curso Básico de Finanzas.
* Inglés a nivel Intermedio.

**Responsabilidades Principales**

* **Adquisiciones:** Gestionar la compra de bienes y servicios según las necesidades del cliente interno, asegurando entregas a tiempo.
* **Presupuesto:** Ejecutar las compras dentro del presupuesto asignado, evitando gastos no previstos.
* **Negociación y Ahorro:** Liderar negociaciones con proveedores para lograr ahorros **sobre el presupuesto de compra** y condiciones de pago favorables.
* **Gestión de Proveedores:** Identificar, evaluar y gestionar proveedores óptimos para la operación y proyectos de la compañía.

**Beneficios:**

* Ingreso a la planilla desde el primer día de trabajo con todos los beneficios de ley.
* EPS cubierto al 70 % para el titular.
* Bono de alimentos superado el periodo de prueba.
* Beneficios corporativos.

Sueldo: S/.1\.00 \- S/.2\.00 al mes

Pregunta(s) de postulación:

* .¿Cuentas con título o licenciatura concluida en Ingeniería Biomédica, Ingeniería Electrónica o alguna carrera afín?
* ¿Tienes experiencia mínima de 5 a 8 años como Comprador , en áreas de Procura o Abastecimiento, trabajando exclusivamente en el sector salud?
* .¿Cuál es expectativa salarial mensual ?

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=ff0d0145d7742787,
Transportes GM Internacional SAC,2026-07-10,Asistente de Recursos Humanos y Legal,indeed,"28 de Julio, LIM, PE",False,Relaciones Internacionales,"Transportes GM Internacional invita a profesionales comprometidos, organizados y con vocación de servicio a formar parte de nuestro equipo como Asistente de Recursos Humanos y Legal.

Buscamos una persona íntegra, con alto sentido de responsabilidad, confidencialidad y criterio profesional, capaz de brindar soporte en los procesos de gestión del talento humano, administración laboral y trámites legales propios de una empresa del sector transporte.

**Principales responsabilidades**

\- Brindar soporte en la gestión integral de Recursos Humanos y en los procesos legales y administrativos de la empresa.

\- Realizar el seguimiento de las actividades relacionadas con Seguridad y Salud en el Trabajo (SST), Comité de SST, prevención del hostigamiento sexual y demás obligaciones laborales.

\- Apoyar en la coordinación de evaluaciones psicológicas, psicosomáticas y programas de capacitación interna.

\- Gestionar el proceso de incorporación de nuevos colaboradores y mantener actualizada la documentación laboral.

\- Administrar y dar seguimiento a planillas, seguros, altas, bajas, vacaciones, liquidaciones y demás procesos propios del área.

\- Supervisar el control de asistencia y horarios, apoyar en la elaboración de medidas disciplinarias y participar en procesos de reclutamiento y selección de personal.

\- Coordinar la elaboración, firma y archivo de contratos de trabajo y demás documentación laboral.

\- Gestionar trámites administrativos y documentarios ante entidades públicas y privadas, tales como Ministerio de Transportes y Comunicaciones (MTC), SUNAT, INDECOPI, SUNARP, SAT, Poder Judicial, entidades financieras y otras relacionadas con las operaciones de la empresa.

\- Organizar, custodiar y mantener actualizados los archivos físicos y digitales de la documentación legal y administrativa.

\- Gestionar trámites registrales, vehiculares, financieros y otros vinculados al giro del negocio.

\- Brindar apoyo en cualquier otra gestión administrativa o legal que sea requerida por la empresa.

**Requisitos**

\- Egresado(a), bachiller o estudiante de los últimos ciclos de la carrera de Derecho, Administración, Psicología o afines.

\- Experiencia previa en funciones administrativas, laborales o legales.

\- Deseable conocimiento en Derecho Corporativo, Derecho Laboral y normativa aplicable al sector transporte.

\- Deseable conocimiento de la Ley de Seguridad y Salud en el Trabajo.

\- Manejo de Microsoft Office y excelente capacidad de redacción.

\- Alto nivel de organización, responsabilidad, confidencialidad y orientación al detalle.

\- Proactividad, capacidad para trabajar bajo presión, habilidad para priorizar tareas y excelente trato interpersonal.

\- Interés en desarrollar una línea de carrera y establecer una relación laboral estable y de largo plazo.

Sueldo: S/.2,000\.00 al mes

Disponibilidad para viajar:

* 25 % (Deseable)

Lugar de trabajo: Empleo presencial",https://pe.indeed.com/viewjob?jk=e0c13e0db81a04ae,
